id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
124365,Caprimulgus,macrurus,,Large-tailed Nightjar,Patrik Åberg,Cambodia,"Prey Veng, Preah Vihear",13.9144,104.5538,90,call,//www.xeno-canto.org/124365,//www.xeno-canto.org/124365/download,XC124365-Large-tailed-Nightjar-call-2012-12-26 17.57-LS112652.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC124365-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC124365-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC124365-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC124365-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:32,17:57,2012-12-26,2013-03-10,[''],,no,no
97965,Caprimulgus,macrurus,bimaculatus,Large-tailed Nightjar,Frank Lambert,Cambodia,Seima Biodiversity Conservation Area - trails behind HQ,12.145999999999999,106.916,130,song,//www.xeno-canto.org/97965,//www.xeno-canto.org/97965/download,Caprimulgus_macrurus_bimaculatus-FL calls dawn Seima Cambodia 20Apr12 140m LS110333.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC97965-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC97965-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC97965-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC97965-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:23,05:25,2012-03-20,2012-04-05,[''],"Clean close sequence, probably same bird as XC97963.  Note the notes change slightly at the very end and are followed by some very quiet 'guttural' noises",unknown,unknown
94178,Caprimulgus,macrurus,bimaculatus,Large-tailed Nightjar,Mike Nelson,Thailand,"Samarn Bird Camp, Phetchaburi",12.811,99.56299999999999,250,call,//www.xeno-canto.org/94178,//www.xeno-canto.org/94178/download,LargetailedNightjarcall.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94178-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94178-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94178-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94178-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:59,6:30pm,2012-01-24,2012-02-03,[''],"Close bird in response to playback, even though it was quite close it stayed about two meters off the ground calling from a bush line next to the road and was never seen.",no,no
94173,Caprimulgus,macrurus,bimaculatus,Large-tailed Nightjar,Mike Nelson,Thailand,"Samarn Bird Camp, Phetchaburi",12.811,99.56299999999999,250,song,//www.xeno-canto.org/94173,//www.xeno-canto.org/94173/download,LargetailedNightjar5.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94173-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94173-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94173-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC94173-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:18,5:45am,2012-01-24,2012-02-03,"['Eudynamys scolopaceus', 'Vanellus indicus']",Getting rapid towards the end. Started singing about half an hour before twilight,yes,no
65328,Caprimulgus,macrurus,bimaculatus,Large-tailed Nightjar,Rolf A. de By,Malaysia,"Johor, Panti Forest Reserve, Ridge Trail",1.8456,103.9401,48,song,//www.xeno-canto.org/65328,//www.xeno-canto.org/65328/download,rdb2010_1023_190403.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC65328-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC65328-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC65328-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC65328-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:47,19:04,2010-10-23,2010-11-11,[''],High in tree at forest edge near electricity pylons,unknown,unknown
35706,Caprimulgus,macrurus,,Large-tailed Nightjar,Arnold Meijer,Vietnam,"Cat Tien National Park, Cochinchina",11.3473,107.1501,?,song,//www.xeno-canto.org/35706,//www.xeno-canto.org/35706/download,Large-tailed Nightjar.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/UXOKEACNUT/ffts/XC35706-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/UXOKEACNUT/ffts/XC35706-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/UXOKEACNUT/ffts/XC35706-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/UXOKEACNUT/ffts/XC35706-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:20,?:?,2000-03-00,2009-06-11,[''],Singing after dark. link:http://www.bluerobin.nl,unknown,unknown
25980,Caprimulgus,macrurus,,Large-tailed Nightjar,David Edwards,Vietnam,"Cat Tien National Park, Cochinchina",11.3473,107.1501,370,song,//www.xeno-canto.org/25980,//www.xeno-canto.org/25980/download,Large-tailedNightjarVNEdwards.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25980-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25980-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25980-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25980-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:29,?:?,2008-02-00,2008-12-11,['Lyncornis macrotis'],,unknown,unknown
25979,Caprimulgus,macrurus,,Large-tailed Nightjar,David Edwards,Cambodia,Seima Biodiversity Conservation Area,12.165541000000001,106.690979,400,song,//www.xeno-canto.org/25979,//www.xeno-canto.org/25979/download,Large-tailedNightjarCambodiaEdwards.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25979-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25979-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25979-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25979-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,1:21,?:?,2008-02-00,2008-12-11,[''],,unknown,unknown
25978,Caprimulgus,macrurus,,Large-tailed Nightjar,David Edwards,Vietnam,"Cat Tien National Park, Cochinchina",11.3473,107.1501,370,song,//www.xeno-canto.org/25978,//www.xeno-canto.org/25978/download,Large-tailedNightjar2VNEdwards.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25978-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25978-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25978-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC25978-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,1:01,?:?,2008-02-00,2008-12-11,['Lyncornis macrotis'],,unknown,unknown
24684,Caprimulgus,macrurus,,Large-tailed Nightjar,Frank Lambert,Papua New Guinea,"Varirata National Park, National Capital District ",-9.4667,147.3834,700,song,//www.xeno-canto.org/24684,//www.xeno-canto.org/24684/download,NJLargeTail_FL Varirata24Jul08.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC24684-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC24684-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC24684-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC24684-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:21,05:15,2008-07-24,2008-11-29,[''],,unknown,unknown
24579,Caprimulgus,macrurus,,Large-tailed Nightjar,David Edwards,Cambodia,"Tmat Boey, Preah Vihear Province",13.96667,104.88333,100,song,//www.xeno-canto.org/24579,//www.xeno-canto.org/24579/download,Large-tailedNightjarEdwards.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC24579-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC24579-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC24579-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/AFEHYCAHZR/ffts/XC24579-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,1:12,?:?,2008-02-00,2008-11-25,[''],,unknown,unknown
19752,Caprimulgus,macrurus,,Large-tailed Nightjar,David Farrow,Thailand,Kaeng Krachan ,12.9,99.6,?,call,//www.xeno-canto.org/19752,//www.xeno-canto.org/19752/download,largetailednightjarcallsthaiFarrow.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/RNVWOVLEUN/ffts/XC19752-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/RNVWOVLEUN/ffts/XC19752-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/RNVWOVLEUN/ffts/XC19752-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/RNVWOVLEUN/ffts/XC19752-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:18,?:?,1998-02-02,2008-11-20,[''],,unknown,unknown
657630,Caprimulgus,macrurus,,Large-tailed Nightjar,Kim Chuah Lim,Singapore,Mandai Track 7,1.3998,103.8083,10,"adult, call, sex uncertain",//www.xeno-canto.org/657630,//www.xeno-canto.org/657630/download,XC657630-Large-tailed Nightjar @ Mandai T7 210619_1091.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/FRBMXJHOSE/ffts/XC657630-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/FRBMXJHOSE/ffts/XC657630-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/FRBMXJHOSE/ffts/XC657630-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/FRBMXJHOSE/ffts/XC657630-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:18,07:00,2021-06-19,2021-06-19,[''],,yes,no
641025,Caprimulgus,macrurus,schlegelii,Large-tailed Nightjar,James Lambert,Australia,"Charles Darwin University, Darwin Municipality, Northern Territory",-12.3764,130.8679,10,"adult, sex uncertain, song",//www.xeno-canto.org/641025,//www.xeno-canto.org/641025/download,XC641025-large-tailed nightjar 06_21_41.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC641025-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC641025-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC641025-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC641025-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:14,06:09,2021-04-19,2021-04-21,[''],pre-dawn song,yes,no
612584,Caprimulgus,macrurus,,Large-tailed Nightjar,Teus Luijendijk,Indonesia,"Kali Batu Putih, Halmahera",0.9281,127.5623,90,song,//www.xeno-canto.org/612584,//www.xeno-canto.org/612584/download,XC612584-19970731Large-tailedNightjarTLC17B000.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/VLNULZJNSX/ffts/XC612584-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/VLNULZJNSX/ffts/XC612584-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/VLNULZJNSX/ffts/XC612584-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/VLNULZJNSX/ffts/XC612584-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:15,?,1997-07-31,2021-01-03,[''],,yes,no
612277,Caprimulgus,macrurus,,Large-tailed Nightjar,Jelle Scharringa,Malaysia,"Kuala Selangor, Selangor.",3.338,101.241,50,song,//www.xeno-canto.org/612277,//www.xeno-canto.org/612277/download,"XC612277-Large-tailed Nightjar (Caprimulgus macrurus), ssp. bimaculatus #11.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612277-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612277-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612277-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612277-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:08,20:30,1984-04-22,2021-01-02,[''],In big trees on Lighthouse Hill.,yes,no
612274,Caprimulgus,macrurus,,Large-tailed Nightjar,Jelle Scharringa,Thailand,"Baan Maka Chalet, near Kaeng Krachan NP, Phetchaburi",13.6326,99.3604,140,call,//www.xeno-canto.org/612274,//www.xeno-canto.org/612274/download,"XC612274-Large-tailed Nightjar (Caprimulgus macrurus), ssp. bimaculatus #17.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612274-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612274-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612274-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/KDTMIWOGNC/ffts/XC612274-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,05:50,2014-03-14,2021-01-02,['Eudynamys scolopaceus'],"3 to 5 birds present in bamboo groves around lodge, at dawn.",yes,no
604692,Caprimulgus,macrurus,,Large-tailed Nightjar,Sreekar,Singapore,"Mount Faber Park, Singapore",1.2738,103.8175,100,uncertain,//www.xeno-canto.org/604692,//www.xeno-canto.org/604692/download,XC604692-LT nightjar.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/DQYYXQQSGS/ffts/XC604692-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/DQYYXQQSGS/ffts/XC604692-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/DQYYXQQSGS/ffts/XC604692-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/DQYYXQQSGS/ffts/XC604692-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:38,02:30,2020-11-23,2020-11-22,[''],,no,no
588920,Caprimulgus,macrurus,,Large-tailed Nightjar,Simon Elliott,Vietnam,"Mango Bay, Phú Quốc ",10.2575,103.9369,0,call,//www.xeno-canto.org/588920,//www.xeno-canto.org/588920/download,XC588920-LTN-460801.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC588920-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC588920-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC588920-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/FFFADKCCII/ffts/XC588920-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,1:34,00:30,2016-02-06,2020-09-16,[''],,no,no
582486,Caprimulgus,macrurus,,Large-tailed Nightjar,Ken Behrens,Indonesia,Wayau,-7.965683,140.44299999999998,8,song,//www.xeno-canto.org/582486,//www.xeno-canto.org/582486/download,XC582486-VOC_190827-0893 Large-tailed Nightjar EDITED BIG.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC582486-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC582486-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC582486-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC582486-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:19,18:02,2019-08-28,2020-08-14,[''],,yes,yes
530322,Caprimulgus,macrurus,schlegelii,Large-tailed Nightjar,Marc Anderson,Indonesia,"near Marandan Weser, Batanta",-0.8022,130.5743,30,song,//www.xeno-canto.org/530322,//www.xeno-canto.org/530322/download,XC530322-Nightjar_Large-tailed1_M3AK-426_Marwes_Bay_Beach_Forest_Lapping_PM2_24thAug19.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC530322-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC530322-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC530322-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/EHGWCIGILC/ffts/XC530322-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:15,18:30,2019-08-24,2020-02-26,[''],,no,unknown
518850,Caprimulgus,macrurus,,Large-tailed Nightjar,Michael Rose,Thailand,"Tambon Tha Phon, Amphoe Mueang Phetchabun, Chang Wat Phetchabun",16.535999999999998,101.1601,140,"call, life stage uncertain, sex uncertain",//www.xeno-canto.org/518850,//www.xeno-canto.org/518850/download,XC518850-Large-tailed Nightjar.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/KPAMSDKMDZ/ffts/XC518850-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/KPAMSDKMDZ/ffts/XC518850-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/KPAMSDKMDZ/ffts/XC518850-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/KPAMSDKMDZ/ffts/XC518850-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:25,19:30,2020-01-09,2020-01-11,[''],No modifications. Mixed urban habitat on edge of village. Bird seen in daylight near garden.,no,no
507733,Caprimulgus,macrurus,,Large-tailed Nightjar,Jean Roché,India,"Corbett NP, Uttaranchal",29.5334,78.9334,600,song,//www.xeno-canto.org/507733,//www.xeno-canto.org/507733/download,XC507733-Caprimulgus macrurus 3 India 1974 CD 1 tr 13.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PFTKUDMPVV/ffts/XC507733-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PFTKUDMPVV/ffts/XC507733-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PFTKUDMPVV/ffts/XC507733-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PFTKUDMPVV/ffts/XC507733-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,3:57,?,1974-04-00,2019-11-22,[''],,unknown,no
507731,Caprimulgus,macrurus,,Large-tailed Nightjar,Jean Roché,India,"Corbett NP, Uttaranchal",29.5334,78.9334,600,song,//www.xeno-canto.org/507731,//www.xeno-canto.org/507731/download,XC507731-Caprimulgus macrurus 1 India 1974 CD 1 tr 13.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PFTKUDMPVV/ffts/XC507731-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PFTKUDMPVV/ffts/XC507731-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PFTKUDMPVV/ffts/XC507731-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PFTKUDMPVV/ffts/XC507731-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:13,?,1974-04-00,2019-11-22,[''],,unknown,no
498025,Caprimulgus,macrurus,,Large-tailed Nightjar,Tan Kok Hui,Singapore,Punggol Waterway Park (near  Singapore),1.4111,103.9047,30,call,//www.xeno-canto.org/498025,//www.xeno-canto.org/498025/download,XC498025-ltnj_punggol_call.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC498025-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC498025-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC498025-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC498025-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:06,19:58,2018-08-20,2019-09-19,[''],,yes,no
486900,Caprimulgus,macrurus,,Large-tailed Nightjar,Yeo SB,Singapore,Binjai Park,1.3415,103.7879,20,call,//www.xeno-canto.org/486900,//www.xeno-canto.org/486900/download,XC486900-matingLTNJ3.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ONCAUPBIMG/ffts/XC486900-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ONCAUPBIMG/ffts/XC486900-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ONCAUPBIMG/ffts/XC486900-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ONCAUPBIMG/ffts/XC486900-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:49,21:00,2019-07-11,2019-07-13,[''],,yes,no
472612,Caprimulgus,macrurus,,Large-tailed Nightjar,Peter Boesman,India,"Sattal, Nainital, Uttarakhand",29.3524,79.5283,,Song,//www.xeno-canto.org/472612,//www.xeno-canto.org/472612/download,XC472612-LS102145 Large-tailed Nightjar song B White-throated Fantail song C.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472612-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472612-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472612-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472612-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:28,05:15,2019-04-15,2019-05-10,['Rhipidura albicollis'],,unknown,unknown
469255,Caprimulgus,macrurus,,Large-tailed Nightjar,Sreekumar Chirukandoth,India,"Dehradun, Dehradun, Uttarakhand",30.2816,77.9746,600,call,//www.xeno-canto.org/469255,//www.xeno-canto.org/469255/download,XC469255-LargeTailedNightjar_190413_0156.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469255-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469255-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469255-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469255-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:22,09:00,2019-04-13,2019-04-28,[''],Bird calling from trees near the guest house,no,no
469252,Caprimulgus,macrurus,,Large-tailed Nightjar,Sreekumar Chirukandoth,India,"Dehradun, Dehradun, Uttarakhand",30.2816,77.9746,600,call,//www.xeno-canto.org/469252,//www.xeno-canto.org/469252/download,XC469252-LargeTailedNightjar_190413_0153.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469252-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469252-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469252-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469252-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:33,09:00,2019-04-13,2019-04-28,[''],Bird calling from trees near the guest house,no,no
469250,Caprimulgus,macrurus,,Large-tailed Nightjar,Sreekumar Chirukandoth,India,"Dehradun, Dehradun, Uttarakhand",30.2816,77.9746,600,call,//www.xeno-canto.org/469250,//www.xeno-canto.org/469250/download,XC469250-LargeTailedNightjar_190413_0152.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469250-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469250-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469250-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469250-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:01,09:00,2019-04-13,2019-04-28,[''],Bird calling from trees near the guest house,no,no
469249,Caprimulgus,macrurus,,Large-tailed Nightjar,Sreekumar Chirukandoth,India,"Dehradun, Dehradun, Uttarakhand",30.2816,77.9746,600,call,//www.xeno-canto.org/469249,//www.xeno-canto.org/469249/download,XC469249-LargeTailedNightjar_190413_0151.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469249-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469249-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469249-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/HRYIVDQHBC/ffts/XC469249-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:01,09:00,2019-04-13,2019-04-28,[''],Bird calling from trees near the guest house,no,no
460937,Caprimulgus,macrurus,,Large-tailed Nightjar,Jayakrishnan U,India,"IIT Guwahati Helipad (near  Guwahati), Kamrup, Assam",26.1903,91.69200000000001,60,call,//www.xeno-canto.org/460937,//www.xeno-canto.org/460937/download,XC460937-large tail nightjar.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PFTRUZZZXN/ffts/XC460937-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PFTRUZZZXN/ffts/XC460937-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PFTRUZZZXN/ffts/XC460937-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PFTRUZZZXN/ffts/XC460937-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:43,21:30,2019-03-05,2019-03-09,[''],The upload is unmodified captured using Honor 5x phone recorder. The call had been hearing for a while in and around the campus. Nothing about the bird is known. The habitat is a dense forest cover.,no,no
444913,Caprimulgus,macrurus,,Large-tailed Nightjar,Jason Bugay Reyes,Malaysia,"Tuaran, Bahagian Pantai Barat, Sabah",6.1569,116.1513,10,call,//www.xeno-canto.org/444913,//www.xeno-canto.org/444913/download,XC444913-181206_0606S3 LARGE-TAILED NIGHTJAR.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/EXRPOCMOXC/ffts/XC444913-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/EXRPOCMOXC/ffts/XC444913-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/EXRPOCMOXC/ffts/XC444913-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/EXRPOCMOXC/ffts/XC444913-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:32,22:00,2018-12-06,2018-12-06,[''],,no,no
